URLs,year,IslamWords,totals,anxioutyWords,chappwords,DHSWords,ReligLWICwords,optwords,frequency_anxiouty,frequency_religLWIC,frequency_dhs,frequency_anxiouty_lag1,frequency_religLWIC_lag1,frequency_dhs_lag1,frequency_reli_Lwicnoislam,frequency_chapp,frequency_islam,frequency_opt,state,globalterrorism,abbr,femadec,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,percentwhite,pres2,veryconservative,don'tattendchurch,don'tpray,unemploy,nonwhite,abrvState,catholic_state,jewish_state,evang_state,orthodox_state,bkprot_state,mainline_state,conservative.non.traditional_state,liberal.protestant_state,secular_state,veryReligous,upforElection,Female,Republican,urls2
jeffords,2006,0,173726,57,66,342,80,131,0.000328104,0.000460496,0.001968618,NA,NA,NA,0.000460496,0.00037991,1.00E-09,0.000754062,Vermont,2743,VT,0,0,J000072,1/3/07,James,Jeffords,Congregationalist,0,0,0,0,0,1,0,0,0,8027,94240,593,300057,109,M,sen,1/3/01,12/9/06,0,1,Independent,-0.34,0,0,0,I,NULL,NULL,0,0,0.9066667,3.162162,3.097222,3.189189,3.315068,3.6,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,1,0,0,jeffords
johanns,2010,5,1988512,1522,1185,2825,1033,3457,0.000765397,0.000519485,0.001420661,NA,NA,NA,0.00051697,0.000595924,2.52E-06,0.001738487,Nebraska,4805,NE,163,0,J000291,1/3/15,Mike,Johanns,Catholic,0,0,0,0,0,0,1,0,0,279,40905,1899,412320,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.408,0,0,0,R,NULL,NULL,0,0,0.875,3.105263,3.605263,3.243421,2.774834,4.8,0,ne,21.2477951,0.095833384,15.94693279,0,1.206169605,24.21151924,0.668784857,0.064559661,36.22772598,0.54,0,0,1,johanns
johanns,2012,0,49500087,1141,1411,124499,1453,153177,2.31E-05,2.94E-05,0.002515128,0.000765397,0.000519485,0.001420661,2.94E-05,2.85E-05,1.00E-09,0.00309448,Nebraska,8481,NE,0,0,J000291,1/3/15,Mike,Johanns,Catholic,0,0,0,0,0,0,1,0,0,278,40905,1899,412320,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.408,0,0,0,R,NULL,NULL,0,0,0.891791,2.98694,3.587687,3.737828,3.143657,4,0,ne,21.2477951,0.095833384,15.94693279,0,1.206169605,24.21151924,0.668784857,0.064559661,36.22772598,0.54,0,0,1,johanns
johnson,2006,0,203272,80,95,820,129,643,0.000393562,0.000634619,0.004034005,NA,NA,NA,0.000634619,0.000467355,1.00E-09,0.00316325,South Dakota,2743,SD,7,0,J000177,1/3/15,Tim,Johnson,Lutheran,0,0,0,0,0,1,0,0,0,289,15425,604,300058,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.323,0,0,0,D,NULL,NULL,0,0,0.952381,2.761905,3.398374,2.564516,2.475806,3.1,0,sd,20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,0,0,0,johnson
johnson,2008,0,2129418,980,754,6744,739,4422,0.000460221,0.000347044,0.003167064,0.000393562,0.000634619,0.004034005,0.000347044,0.000354088,1.00E-09,0.002076625,South Dakota,4785,SD,53,0,J000177,1/3/15,Tim,Johnson,Lutheran,0,0,0,0,0,1,0,0,0,290,15425,604,300058,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.32,1,0,0,D,NULL,NULL,1,0,0.8928571,3.266187,3.435714,3.5,2.970803,3,0,sd,20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,1,0,0,johnson
johnson,2010,0,2090043,826,596,5263,682,4063,0.000395208,0.00032631,0.002518131,0.000460221,0.000347044,0.003167064,0.00032631,0.000285163,1.00E-09,0.00194398,South Dakota,4805,SD,108,0,J000177,1/3/15,Tim,Johnson,Lutheran,0,0,0,0,0,1,0,0,0,292,15425,604,300058,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.317,0,0,0,D,NULL,NULL,0,0,0.9150327,3.197368,3.699346,3.614379,3.169935,5.1,0,sd,20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,0,0,0,johnson
johnson,2012,0,3058579,1302,880,9011,1078,5096,0.000425689,0.000352452,0.00294614,0.000395208,0.00032631,0.002518131,0.000352452,0.000287716,1.00E-09,0.001666134,South Dakota,8481,SD,1,0,J000177,1/3/15,Tim,Johnson,Lutheran,0,0,0,0,0,1,0,0,0,291,15425,604,300058,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.315,1,0,0,D,NULL,NULL,1,0,0.9426752,2.968153,3.509554,3.624204,2.89172,4.6,0,sd,20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,0,0,0,johnson
kaufman,2010,180,6674914,6581,3724,14693,4346,14167,0.000985931,0.000651096,0.002201228,NA,NA,NA,0.000624129,0.000557911,2.70E-05,0.002122425,Delaware,4805,DE,3,0,K000373,11/15/10,Edward,Kaufman,Catholic,0,0,0,0,0,0,1,0,0,10151,40901,1964,412329,111,M,sen,1/16/09,11/15/10,0,2,Democrat,-0.45,0,0,0,D,NULL,NULL,NULL,NULL,0.7061611,2.720379,3.364929,3.758294,3.023697,8.5,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,kaufman
kennedy,2006,486,12777879,12333,8509,45677,9538,34964,0.000965185,0.000746447,0.003574694,NA,NA,NA,0.000708413,0.000665917,3.80E-05,0.002736292,Massachusetts,2743,MA,3,0,K000105,8/25/09,Edward,Kennedy,Catholic,0,0,0,0,0,0,1,0,0,9359,10808,1377,300059,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.494,0,1,0,D,NULL,NULL,0,1,0.7545788,3.177982,3.04283,3.170055,3.316574,5.1,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,1,0,0,kennedy
kennedy,2008,367,9125481,7573,5269,25737,6475,28331,0.000829875,0.000709553,0.002820345,0.000965185,0.000746447,0.003574694,0.000669336,0.000577395,4.02E-05,0.003104604,Massachusetts,4785,MA,9,1,K000105,8/25/09,Edward,Kennedy,Catholic,0,0,0,0,0,0,1,0,0,9360,10808,1377,300059,110,M,sen,1/4/07,8/25/09,0,1,Democrat,-0.495,1,0,0,D,NULL,NULL,1,0,0.8696398,3.382504,3.099485,4.185567,4.786972,5.3,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,kennedy
kerry,2006,448,2831781,4217,2451,12470,3546,6568,0.00148917,0.001252216,0.00440359,NA,NA,NA,0.001094012,0.000865534,0.000158205,0.002319389,Massachusetts,2743,MA,3,0,K000148,2/1/13,John,Kerry,Catholic,0,0,0,0,0,0,1,0,0,10927,14920,1379,300060,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.413,0,1,0,D,NULL,NULL,0,1,0.7545788,3.177982,3.04283,3.170055,3.316574,5.1,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,kerry
kerry,2008,672,4140538,4662,4092,17040,4868,9516,0.001125942,0.001175694,0.004115408,0.00148917,0.001252216,0.00440359,0.001013396,0.000988278,0.000162299,0.002298253,Massachusetts,4785,MA,9,1,K000148,2/1/13,John,Kerry,Catholic,0,0,0,0,0,0,1,0,0,10928,14920,1379,300060,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.414,1,0,0,D,NULL,NULL,1,0,0.8696398,3.382504,3.099485,4.185567,4.786972,5.3,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,1,0,0,kerry
kerry,2010,445,4699108,5183,3244,17831,4034,11206,0.001102976,0.000858462,0.003794551,0.001125942,0.001175694,0.004115408,0.000763763,0.000690345,9.47E-05,0.002384709,Massachusetts,4805,MA,21,0,K000148,2/1/13,John,Kerry,Catholic,0,0,0,0,0,0,1,0,0,10930,14920,1379,300060,111,M,sen,1/6/09,2/1/13,0,2,Democrat,-0.416,1,0,0,D,NULL,NULL,1,0,0.8251207,2.71969,3.115942,4.225121,3.912077,8.5,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,kerry
kerry,2012,1596,20501622,22872,17070,74857,19481,49048,0.00111562,0.000950218,0.003651273,0.001102976,0.000858462,0.003794551,0.000872371,0.000832618,7.78E-05,0.002392397,Massachusetts,8481,MA,26,0,K000148,2/1/13,John,Kerry,Catholic,0,0,0,0,0,0,1,0,0,10929,14920,1379,300060,112,M,sen,1/6/09,2/1/13,0,2,Democrat,-0.417,1,0,0,D,NULL,NULL,1,0,0.8172324,2.429442,3.027923,4.384481,4.116725,6.7,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,kerry
kirk,2010,0,593,0,0,0,0,0,1.00E-09,1.00E-09,1.00E-09,NA,NA,NA,1.00E-09,1.00E-09,1.00E-09,1.00E-09,Massachusetts,4805,MA,21,0,K000374,2/4/10,Paul,Kirk,Catholic,0,0,0,0,0,0,1,0,0,10154,40912,1972,412381,111,M,sen,9/25/09,2/4/10,0,1,Democrat,-0.554,0,0,0,D,NULL,NULL,NULL,NULL,0.8251207,2.71969,3.115942,4.225121,3.912077,8.5,0,ma,49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,kirk
kirk,2012,42,174903,176,112,750,156,400,0.001006273,0.000891924,0.004288092,1.00E-09,1.00E-09,1.00E-09,0.000651791,0.000640356,0.000240134,0.002286983,Illinois,8481,IL,0,1,K000360,1/3/17,Mark,Kirk,Presbyterian,0,0,0,0,0,1,0,0,0,1427,20115,1647,400222,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.282,0,0,0,R,NULL,NULL,0,0,0.6931653,2.469418,3.231292,3.944633,3.357108,8.7,0,il,31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,1,kirk
klobuchar,2008,0,1678122,1211,958,5040,1062,3099,0.000721641,0.000632851,0.003003358,NA,NA,NA,0.000632851,0.000570877,1.00E-09,0.001846708,Minnesota,4785,MN,6,0,K000367,1/3/19,Amy,Klobuchar,Congressionalist,0,0,0,0,0,1,0,0,0,78,40700,1826,412242,110,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.27,0,0,0,D,NULL,NULL,NULL,NULL,0.917923,3.284034,3.288107,3.671692,3.417936,5.5,0,mn,25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,0,1,0,klobuchar
klobuchar,2010,0,7869879,7228,3575,24990,3953,14150,0.00091844,0.000502296,0.003175399,0.000721641,0.000632851,0.003003358,0.000502296,0.000454265,1.00E-09,0.001797996,Minnesota,4805,MN,99,0,K000367,1/3/19,Amy,Klobuchar,Congressionalist,0,0,0,0,0,1,0,0,0,79,40700,1826,412242,111,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.27,0,0,0,D,NULL,NULL,0,0,0.8707926,2.707743,3.295331,3.670652,3.255157,7.3,0,mn,25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,0,1,0,klobuchar
klobuchar,2012,0,891272,932,486,2295,383,1604,0.001045697,0.000429724,0.002574973,0.00091844,0.000502296,0.003175399,0.000429724,0.000545289,1.00E-09,0.001799676,Minnesota,8481,MN,18,0,K000367,1/3/19,Amy,Klobuchar,Congressionalist,0,0,0,0,0,1,0,0,0,77,40700,1826,412242,112,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.27,0,0,0,D,NULL,NULL,0,0,0.8800403,2.621212,3.237134,3.83552,3.379032,5.8,0,mn,25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,1,1,0,klobuchar
kohl,2006,0,89538,26,0,222,0,235,0.000290381,1.00E-09,0.002479395,NA,NA,NA,1.00E-09,1.00E-09,1.00E-09,0.002624585,Wisconsin,2743,WI,0,0,K000305,1/3/13,Herbert,Kohl,Jew,0,0,1,0,0,0,0,0,0,10325,15703,1380,300061,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.313,0,1,0,D,NULL,NULL,0,1,0.8950276,2.868508,3.280374,2.828667,2.866071,4.8,0,wi,31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,1,0,0,kohl
kohl,2008,0,110622,69,54,249,36,233,0.000623747,0.000325434,0.002250909,0.000290381,1.00E-09,0.002479395,0.000325434,0.00048815,1.00E-09,0.002106273,Wisconsin,4785,WI,42,0,K000305,1/3/13,Herbert,Kohl,Jew,0,0,1,0,0,0,0,0,0,10327,15703,1380,300061,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.313,1,0,0,D,NULL,NULL,1,0,0.9262412,3.217021,3.380142,3.931818,3.470672,4.7,0,wi,31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,0,0,0,kohl
kohl,2010,0,885149,721,188,2035,227,1347,0.000814553,0.000256455,0.002299049,0.000623747,0.000325434,0.002250909,0.000256455,0.000212395,1.00E-09,0.001521779,Wisconsin,4805,WI,12,0,K000305,1/3/13,Herbert,Kohl,Jew,0,0,1,0,0,0,0,0,0,10328,15703,1380,300061,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.314,1,0,0,D,NULL,NULL,1,0,0.8875,2.881731,3.411538,3.816346,3.204808,8.7,0,wi,31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,0,0,0,kohl
kohl,2012,0,656815,443,137,1262,211,968,0.000674468,0.000321248,0.001921394,0.000814553,0.000256455,0.002299049,0.000321248,0.000208583,1.00E-09,0.00147378,Wisconsin,8481,WI,4,2,K000305,1/3/13,Herbert,Kohl,Jew,0,0,1,0,0,0,0,0,0,10326,15703,1380,300061,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.314,1,0,0,D,NULL,NULL,1,0,0.8796537,2.710823,3.471764,3.900433,3.443674,7.1,0,wi,31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,1,0,0,kohl
kyl,2006,127,1326457,1716,668,8130,818,2869,0.001293673,0.000616681,0.00612911,NA,NA,NA,0.000520938,0.000503598,9.57E-05,0.002162906,Arizona,2743,AZ,15,0,K000352,1/3/13,Jon,Kyl,Presbyterian,0,0,0,0,0,1,0,0,0,10338,15429,655,300062,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.573,0,0,0,R,NULL,NULL,0,0,0.7497404,2.866944,3.275681,3.008412,2.868225,4.2,0,az,17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,1,0,1,kyl
kyl,2008,105,567176,441,100,2415,214,1217,0.000777537,0.000377309,0.004257939,0.001293673,0.000616681,0.00612911,0.000192181,0.000176313,0.000185129,0.002145719,Arizona,4785,AZ,1,0,K000352,1/3/13,Jon,Kyl,Presbyterian,0,0,0,0,0,1,0,0,0,10340,15429,655,300062,110,M,sen,1/4/07,1/3/13,0,1,Republican,0.564,0,0,0,R,NULL,NULL,0,0,0.8390533,3.136095,3.44142,3.978673,3.643457,5.9,0,az,17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,0,0,1,kyl
kyl,2010,158,2344689,2447,799,10181,1017,4759,0.001043636,0.000433747,0.004342155,0.000777537,0.000377309,0.004257939,0.000366361,0.000340771,6.74E-05,0.002029694,Arizona,4805,AZ,24,0,K000352,1/3/13,Jon,Kyl,Presbyterian,0,0,0,0,0,1,0,0,0,10341,15429,655,300062,111,M,sen,1/4/07,1/3/13,0,1,Republican,0.556,0,0,0,R,NULL,NULL,0,0,0.7575163,3.039241,3.544801,3.942484,3.25098,10.4,0,az,17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,0,0,1,kyl
kyl,2012,36,340560,321,201,1874,293,732,0.000942566,0.000860349,0.005502702,0.001043636,0.000433747,0.004342155,0.00075464,0.000590205,0.000105709,0.002149402,Arizona,8481,AZ,0,1,K000352,1/3/13,Jon,Kyl,Presbyterian,0,0,0,0,0,1,0,0,0,10339,15429,655,300062,112,M,sen,1/4/07,1/3/13,0,1,Republican,0.548,0,0,0,R,NULL,NULL,0,0,0.7807933,2.895616,3.437631,4.123431,3.488128,8.2,0,az,17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,1,0,1,kyl
landrieu,2006,0,134355,43,188,1089,28,194,0.000320049,0.000208404,0.008105393,NA,NA,NA,0.000208404,0.001399279,1.00E-09,0.001443937,Louisiana,2743,LA,24,0,L000550,1/3/15,Mary,Landrieu,Catholic,0,0,0,0,0,0,1,0,0,297,49702,1546,300063,109,F,sen,1/7/03,1/3/09,0,2,Democrat,-0.24,0,0,0,D,NULL,NULL,0,0,0.7679558,2.756906,3.372159,2.72191,2.589386,4.6,0,la,32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,0,1,0,landrieu
landrieu,2008,0,107060,23,155,178,112,135,0.000214834,0.001046143,0.00166262,0.000320049,0.000208404,0.008105393,0.001046143,0.001447787,1.00E-09,0.001260976,Louisiana,4785,LA,161,0,L000550,1/3/15,Mary,Landrieu,Catholic,0,0,0,0,0,0,1,0,0,298,49702,1546,300063,110,F,sen,1/7/03,1/3/09,0,2,Democrat,-0.239,0,0,0,D,NULL,NULL,0,0,0.8149101,2.89433,3.748072,3.395887,2.484293,5,0,la,32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,1,1,0,landrieu
landrieu,2010,0,1177942,859,1413,6533,764,1910,0.000729239,0.00064859,0.005546114,0.000214834,0.001046143,0.00166262,0.00064859,0.001199551,1.00E-09,0.001621473,Louisiana,4805,LA,0,0,L000550,1/3/15,Mary,Landrieu,Catholic,0,0,0,0,0,0,1,0,0,300,49702,1546,300063,111,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.238,1,0,0,D,NULL,NULL,1,0,0.6863905,3.047619,3.757396,3.16716,2.39645,7.8,0,la,32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,0,1,0,landrieu
landrieu,2012,0,1299592,864,1896,7940,1109,2570,0.000664825,0.000853346,0.006109611,0.000729239,0.00064859,0.005546114,0.000853346,0.00145892,1.00E-09,0.001977545,Louisiana,8481,LA,89,0,L000550,1/3/15,Mary,Landrieu,Catholic,0,0,0,0,0,0,1,0,0,299,49702,1546,300063,112,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.237,1,0,0,D,NULL,NULL,1,0,0.6806358,2.877168,3.592163,3.3589,2.58237,7.1,0,la,32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,0,1,0,landrieu
lautenberg,2006,80,1755642,2386,809,11546,878,4089,0.001359048,0.000500103,0.006576513,NA,NA,NA,0.000454536,0.000460801,4.56E-05,0.002329064,New Jersey,2743,NJ,4,0,L000123,6/3/13,Frank,Lautenberg,Jew,0,0,1,0,0,0,0,0,0,10942,14914,1381,300064,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.472,0,0,0,D,NULL,NULL,0,0,0.7015644,2.936145,3.241169,2.924666,2.972054,4.8,0,nj,41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,0,0,0,lautenberg
lautenberg,2008,50,989231,1218,518,6354,593,2251,0.00123126,0.000599457,0.006423172,0.001359048,0.000500103,0.006576513,0.000548912,0.00052364,5.05E-05,0.002275506,New Jersey,4785,NJ,0,0,L000123,6/3/13,Frank,Lautenberg,Jew,0,0,1,0,0,0,0,0,0,10943,14914,1381,300064,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.482,0,0,0,D,NULL,NULL,0,0,0.7839367,3.216308,3.341629,4.052154,4.167437,5.4,0,nj,41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,1,0,0,lautenberg
lautenberg,2010,101,3743874,4461,2111,26848,1870,7324,0.001191548,0.000499484,0.007171183,0.00123126,0.000599457,0.006423172,0.000472506,0.000563855,2.70E-05,0.001956263,New Jersey,4805,NJ,30,0,L000123,6/3/13,Frank,Lautenberg,Jew,0,0,1,0,0,0,0,0,0,10945,14914,1381,300064,111,M,sen,1/6/09,6/3/13,0,2,Democrat,-0.491,0,0,0,D,NULL,NULL,0,0,0.7539411,2.835165,3.33059,3.924502,3.439945,9.3,0,nj,41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,0,0,0,lautenberg
lautenberg,2012,30,2851684,2804,1379,20348,1584,6230,0.00098328,0.000555462,0.007135434,0.001191548,0.000499484,0.007171183,0.000544942,0.000483575,1.05E-05,0.002184675,New Jersey,8481,NJ,45,0,L000123,6/3/13,Frank,Lautenberg,Jew,0,0,1,0,0,0,0,0,0,10944,14914,1381,300064,112,M,sen,1/6/09,6/3/13,0,2,Democrat,-0.5,0,0,0,D,NULL,NULL,0,0,0.7106667,2.602007,3.205333,4.023349,3.606404,9.5,0,nj,41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,0,0,0,lautenberg
leahy,2006,124,7834523,5631,3306,23943,3383,15624,0.000718743,0.000431808,0.00305609,NA,NA,NA,0.00041598,0.000421979,1.58E-05,0.001994251,Vermont,2743,VT,0,0,L000174,1/3/23,Patrick,Leahy,Catholic,0,0,0,0,0,0,1,0,0,1486,14307,1383,300065,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.435,0,1,0,D,NULL,NULL,0,1,0.9066667,3.162162,3.097222,3.189189,3.315068,3.6,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,0,0,0,leahy
leahy,2008,106,8558897,6091,3807,28098,3948,18251,0.000711658,0.000461275,0.003282901,0.000718743,0.000431808,0.00305609,0.000448891,0.000444801,1.24E-05,0.002132402,Vermont,4785,VT,12,0,L000174,1/3/23,Patrick,Leahy,Catholic,0,0,0,0,0,0,1,0,0,1487,14307,1383,300065,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.441,1,0,0,D,NULL,NULL,1,0,0.9736842,3.486726,3.052632,4.473684,3.9375,4.9,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,0,0,0,leahy
leahy,2010,158,9609032,6586,4034,30451,4218,17773,0.000685398,0.000438963,0.003168999,0.000711658,0.000461275,0.003282901,0.00042252,0.000419814,1.64E-05,0.001849615,Vermont,4805,VT,3,0,L000174,1/3/23,Patrick,Leahy,Catholic,0,0,0,0,0,0,1,0,0,1488,14307,1383,300065,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.446,1,0,0,D,NULL,NULL,1,0,0.8969072,2.28866,2.835052,4.309278,3.659794,6.2,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,1,0,0,leahy
leahy,2012,45,3411365,1907,1020,11293,1224,5569,0.000559015,0.000358802,0.003310406,0.000685398,0.000438963,0.003168999,0.00034561,0.000299002,1.32E-05,0.001632485,Vermont,8481,VT,3,0,L000174,1/3/23,Patrick,Leahy,Catholic,0,0,0,0,0,0,1,0,0,1489,14307,1383,300065,112,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.452,1,0,0,D,NULL,NULL,1,0,0.9496855,2.45283,3.119497,4.584906,4.132075,5.1,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,0,0,0,leahy
lee,2012,0,805463,554,292,1285,420,1318,0.000687804,0.00052144,0.001595357,NA,NA,NA,0.00052144,0.000362525,1.00E-09,0.001636327,Utah,8481,UT,7,0,L000577,1/3/23,Mike,Lee,Mormon,0,0,0,1,0,0,0,0,0,1498,41110,2080,412495,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.999,0,0,0,R,NULL,NULL,0,0,0.8719851,3.03352,3.504638,3.30855,2.998145,5.8,0,ut,3.849203348,0.171227902,2.214528322,0,0.181907892,1.541399479,71.75563812,0.043300346,20.24279594,0.64,0,0,1,lee
lemieux,2010,0,789337,371,354,1935,377,1268,0.000470016,0.000477617,0.002451425,0.000687804,0.00052144,0.001595357,0.000477617,0.000448479,1.00E-09,0.001606412,Florida,4805,FL,0,2,L000572,1/3/11,George,LeMieux,Catholic,0,0,0,0,0,0,1,0,0,10153,40911,1971,412380,111,M,sen,9/10/09,12/22/10,0,3,Republican,0.385,0,0,0,R,NULL,NULL,0,0,0.7195953,2.897312,3.454966,3.895861,3.226993,11.1,0,fl,12.35481644,4.38203907,14.93924904,0,4.271109581,7.380765438,0.462554812,0.042557053,56.15405273,0.54,1,0,1,lemieux
levin,2006,148,5102861,3527,3915,17805,3088,10595,0.000691182,0.000605152,0.00348922,NA,NA,NA,0.000576148,0.000767218,2.90E-05,0.002076287,Michigan,2743,MI,0,0,L000261,1/3/15,Carl,Levin,Jew,0,0,1,0,0,0,0,0,0,314,14709,1384,300066,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.451,0,1,0,D,NULL,NULL,0,1,0.7221861,3.100326,3.257186,2.76767,2.664911,7,0,mi,25.15904617,0.664534092,10.62535191,0,4.53497076,8.568935394,0.252547055,0.045894176,49.58149338,0.53,0,0,0,levin
levin,2008,465,11523802,7979,7185,43650,5987,23822,0.000692394,0.000519534,0.003787813,0.000691182,0.000605152,0.00348922,0.000479183,0.000623493,4.04E-05,0.002067201,Michigan,4785,MI,12,0,L000261,1/3/15,Carl,Levin,Jew,0,0,1,0,0,0,0,0,0,315,14709,1384,300066,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.453,1,0,0,D,NULL,NULL,1,0,0.8723404,3.259188,3.411992,3.776596,3.387475,8.3,0,mi,25.15904617,0.664534092,10.62535191,0,4.53497076,8.568935394,0.252547055,0.045894176,49.58149338,0.53,1,0,0,levin
levin,2010,992,20127097,15932,12161,76835,11097,41493,0.000791571,0.000551347,0.003817491,0.000692394,0.000519534,0.003787813,0.00050206,0.000604211,4.93E-05,0.00206155,Michigan,4805,MI,0,0,L000261,1/3/15,Carl,Levin,Jew,0,0,1,0,0,0,0,0,0,317,14709,1384,300066,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.456,1,0,0,D,NULL,NULL,1,0,0.7938644,2.800864,3.431109,3.796556,3.182992,12.2,0,mi,25.15904617,0.664534092,10.62535191,0,4.53497076,8.568935394,0.252547055,0.045894176,49.58149338,0.53,0,0,0,levin
